"id"	"trait"	"sample_size"	"nsnp"	"year"	"consortium"	"author"	"note"	"access"	"mr"	"sex"	"pmid"	"priority"	"population"	"unit"	"category"	"subcategory"	"ncase"	"ncontrol"	"sd"	"ukbbid"
"ukb-b-15942"	"Operative procedures - main OPCS: W87.9 Unspecified diagnostic endoscopic examination of knee joint"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41200#W879: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	2868	460142	NA	"41200#W879"
"ukb-b-18350"	"Operative procedures - main OPCS: T43.9 Unspecified diagnostic endoscopic examination of peritoneum"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41200#T439: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	3162	459848	NA	"41200#T439"
"ukb-b-7881"	"Operative procedures - main OPCS: W82.2 Endoscopic resection of semilunar cartilage NEC"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41200#W822: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	9746	453264	NA	"41200#W822"
"ukb-b-17918"	"Treatment/medication code: levothyroxine sodium"	462933	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20003#1141191044: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	18947	443986	NA	"20003#1141191044"
"ukb-b-11725"	"Types of spreads/sauces consumed: Tomato-based sauce"	64949	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20088#346: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	3113	61836	NA	"20088#346"
"ukb-b-5064"	"Number of bread rolls with  butter/margarine"	64939	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"101430: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Categorical Ordered"	"NA"	NA	NA	NA	"101430"
"ukb-b-14067"	"6mm asymmetry angle (left)"	51739	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"5110: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Continuous"	"NA"	NA	NA	NA	"5110"
"ukb-b-11413"	"Pain type(s) experienced in last month: Stomach or abdominal pain"	461857	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"6159#5: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	39646	422211	NA	"6159#5"
"ukb-b-3389"	"Main speciality of consultant (recoded): Radiology"	461110	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41245#1780: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	1343	459767	NA	"41245#1780"
"ukb-b-8229"	"Non-cancer illness code, self-reported: arthritis (nos)"	462933	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20002#1538: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	3542	459391	NA	"20002#1538"
"ukb-b-8539"	"Operative procedures - main OPCS: W15.3 Osteotomy of first metatarsal bone NEC"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41200#W153: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	1137	461873	NA	"41200#W153"
"ukb-b-14679"	"Sources of admission to hospital (recoded): Transfer within NHS provider"	461364	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41251#6000: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	3052	458312	NA	"41251#6000"
"ukb-b-12621"	"Ever had stillbirth, spontaneous miscarriage or termination"	247180	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"2774: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	79047	168133	NA	"2774"
"ukb-b-10979"	"Gas or solid-fuel cooking/heating: None of the above"	461398	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"6139#100: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	81433	379965	NA	"6139#100"
"ukb-b-14043"	"Illnesses of siblings: Alzheimer's disease/dementia"	361264	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20111#10: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	2094	359170	NA	"20111#10"
"ukb-b-11381"	"PCT where patients GP was registered: SALFORD PCT"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41230#5F5: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	2128	460882	NA	"41230#5F5"
"ukb-b-10093"	"Tense / 'highly strung'"	447961	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"1990: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	78408	369553	NA	"1990"
"ukb-b-4509"	"Age of stopping smoking"	41215	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"22507: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Continuous"	"NA"	NA	NA	NA	"22507"
"ukb-b-14356"	"Non-cancer illness code, self-reported: bone disorder"	462933	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20002#1293: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	1049	461884	NA	"20002#1293"
"ukb-b-10629"	"6mm asymmetry index (left)"	51739	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"5157: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Continuous"	"NA"	NA	NA	NA	"5157"
"ukb-b-1799"	"Methods of admission to hospital (recoded): Transfer"	462442	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41249#5000: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	7703	454739	NA	"41249#5000"
"ukb-b-20498"	"Number of incorrect matches in round"	462302	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"399: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Continuous"	"NA"	NA	NA	NA	"399"
"ukb-b-12018"	"Illnesses of mother: Chronic bronchitis/emphysema"	423692	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20110#6: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	25314	398378	NA	"20110#6"
"ukb-b-16751"	"Diagnoses - secondary ICD10: J44.9 Chronic obstructive pulmonary disease, unspecified"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41204#J449: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	3871	459139	NA	"41204#J449"
"ukb-b-18335"	"Wheeze or whistling in the chest in last year"	453959	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"2316: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	95131	358828	NA	"2316"
"ukb-b-3650"	"Size of white wine glass drunk: medium (175ml)"	64949	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20095#2: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	4696	60253	NA	"20095#2"
"ukb-b-9841"	"Diagnoses - secondary ICD10: Z88.1 Personal history of allergy to other antibiotic agents"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41204#Z881: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	2150	460860	NA	"41204#Z881"
"ukb-b-19957"	"Suffer from 'nerves'"	445809	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"2010: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	94665	351144	NA	"2010"
"ukb-b-4711"	"Usual walking pace"	459915	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"924: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Categorical Ordered"	"NA"	NA	NA	NA	"924"
"ukb-b-11553"	"Operative procedures - main OPCS: F09.5 Surgical removal of retained root of tooth"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41200#F095: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	1034	461976	NA	"41200#F095"
"ukb-b-18007"	"Boiled/baked potatoes intake"	64949	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"104030: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Categorical Ordered"	"NA"	NA	NA	NA	"104030"
"ukb-b-16609"	"Target heart rate achieved"	68426	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"6034: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	6995	61431	NA	"6034"
"ukb-b-3663"	"Treatment speciality of consultant (recoded): Adult mental illness"	444254	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41246#1060: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	2652	441602	NA	"41246#1060"
"ukb-b-15960"	"Salted nuts intake"	64949	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"102430: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Categorical Ordered"	"NA"	NA	NA	NA	"102430"
"ukb-b-7582"	"Non-cancer illness code, self-reported: essential hypertension"	462933	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20002#1072: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	2095	460838	NA	"20002#1072"
"ukb-b-6852"	"3mm strong meridian (right)"	96007	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"5132: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Continuous"	"NA"	NA	NA	NA	"5132"
"ukb-b-1998"	"Number of unenthusiastic/disinterested episodes"	38371	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"5386: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Categorical Ordered"	"NA"	NA	NA	NA	"5386"
"ukb-b-19845"	"Operative procedures - secondary OPCS: Y82.9 Unspecified local anaesthetic"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41210#Y829: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	10278	452732	NA	"41210#Y829"
"ukb-b-14238"	"Mineral and other dietary supplements: None of the above"	461384	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"6179#100: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	262527	198857	NA	"6179#100"
"ukb-b-15649"	"Treatment/medication code: aspirin 75mg tablet"	462933	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20003#1140861806: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	2752	460181	NA	"20003#1140861806"
"ukb-b-13285"	"Treatment speciality of consultant (recoded): Plastic surgery"	445128	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41246#2390: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	20625	424503	NA	"41246#2390"
"ukb-b-20292"	"Taking other prescription medications"	461332	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"2492: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	216598	244734	NA	"2492"
"ukb-b-11085"	"Medication for pain relief, constipation, heartburn: None of the above"	457547	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"6154#100: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	252893	204654	NA	"6154#100"
"ukb-b-16812"	"Vitamin and mineral supplements: Multivitamins +/- minerals"	460351	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"6155#7: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	99624	360727	NA	"6155#7"
"ukb-b-16254"	"Pain type(s) experienced in last month: Knee pain"	461857	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"6159#7: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	98704	363153	NA	"6159#7"
"ukb-b-10368"	"Diagnoses - secondary ICD10: R19.4 Change in bowel habit"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41204#R194: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	2443	460567	NA	"41204#R194"
"ukb-b-15541"	"Diagnoses - secondary ICD10: E66.9 Obesity, unspecified"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41204#E669: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	4688	458322	NA	"41204#E669"
"ukb-b-4518"	"Operative procedures - main OPCS: A65.1 Carpal tunnel release"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41200#A651: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	8226	454784	NA	"41200#A651"
"ukb-b-1392"	"Type of cancer: ICD10: C61 Malignant neoplasm of prostate"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"40006#C61: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	7847	455163	NA	"40006#C61"
"ukb-b-20332"	"Operation code: inguinal hernia repair"	462933	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20004#1563: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	6660	456273	NA	"20004#1563"
"ukb-b-11048"	"Why stopped smoking: Financial reasons"	113988	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"6157#4: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	27761	86227	NA	"6157#4"
"ukb-b-15749"	"Non-cancer illness code, self-reported: transient ischaemic attack (tia)"	462933	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20002#1082: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	1700	461233	NA	"20002#1082"
"ukb-b-10617"	"Operation code: mammoplasty/cosmetic operation on breast"	462933	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20004#1370: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	3422	459511	NA	"20004#1370"
"ukb-b-9038"	"Main speciality of consultant (recoded): Ophthalmology"	461230	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41245#1610: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	22306	438924	NA	"41245#1610"
"ukb-b-3357"	"Birth weight of first child"	200272	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"2744: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Categorical Ordered"	"NA"	NA	NA	NA	"2744"
"ukb-b-11705"	"PCT where patients GP was registered: CRAVEN, HARROGATE AND RURAL DISTRICT PCT"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41230#5KJ: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	1214	461796	NA	"41230#5KJ"
"ukb-b-18103"	"Pulse rate, automated reading"	436424	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"102: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Continuous"	"NA"	NA	NA	NA	"102"
"ukb-b-12267"	"Diagnoses - main ICD10: I80.2 Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41202#I802: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	1832	461178	NA	"41202#I802"
"ukb-b-7110"	"Vitamin and/or mineral supplement use: Multivitamin with multimineral"	64949	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20084#471: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	3791	61158	NA	"20084#471"
"ukb-b-16881"	"Sitting height"	461536	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20015: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Continuous"	"NA"	NA	NA	NA	"20015"
"ukb-b-2218"	"Operation code: colonoscopy/sigmoidoscopy"	462933	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20004#1519: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	9125	453808	NA	"20004#1519"
"ukb-b-1044"	"Operative procedures - main OPCS: H20.6 Fibreoptic endoscopic resection of lesion of colon NEC"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41200#H206: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	1581	461429	NA	"41200#H206"
"ukb-b-14210"	"Non-cancer illness code, self-reported: rectal or colon adenoma/polyps"	462933	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20002#1460: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	1391	461542	NA	"20002#1460"
"ukb-b-1251"	"Type of cancer: ICD10: C20 Malignant neoplasm of rectum"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"40006#C20: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	1470	461540	NA	"40006#C20"
"ukb-b-3778"	"PCT responsible for patient data: SUNDERLAND TEACHING PCT"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41229#5KL: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	2757	460253	NA	"41229#5KL"
"ukb-b-18"	"Pairs matching completion status"	113162	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20244: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Categorical Ordered"	"NA"	NA	NA	NA	"20244"
"ukb-b-8425"	"Non-cancer illness code, self-reported: nasal polyps"	462933	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20002#1417: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	2019	460914	NA	"20002#1417"
"ukb-b-10224"	"Non-cancer illness code, self-reported: meningitis"	462933	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20002#1247: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	1909	461024	NA	"20002#1247"
"ukb-b-8053"	"Operation code: laparoscopy"	462933	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20004#1520: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	8205	454728	NA	"20004#1520"
"ukb-b-8463"	"Back pain for 3+ months"	117404	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"3571: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	80588	36816	NA	"3571"
"ukb-b-7350"	"Medication for cholesterol, blood pressure or diabetes: Insulin"	209638	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"6177#3: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	2891	206747	NA	"6177#3"
"ukb-b-19109"	"Diagnoses - main ICD10: R00.2 Palpitations"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41202#R002: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	1729	461281	NA	"41202#R002"
"ukb-b-18712"	"Illness, injury, bereavement, stress in last 2 years: Death of a close relative"	459742	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"6145#3: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	97179	362563	NA	"6145#3"
"ukb-b-3376"	"Number of measurements made"	421986	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"3137: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Categorical Ordered"	"NA"	NA	NA	NA	"3137"
"ukb-b-19937"	"Operative procedures - main OPCS: R17.2 Elective lower uterine segment caesarean delivery"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41200#R172: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	1983	461027	NA	"41200#R172"
"ukb-b-18167"	"Illnesses of mother: High blood pressure"	426391	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20110#8: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	130948	295443	NA	"20110#8"
"ukb-b-732"	"Operative procedures - secondary OPCS: Z28.7 Colon NEC"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41210#Z287: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	5407	457603	NA	"41210#Z287"
"ukb-b-14303"	"Values entered"	113410	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20229: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Continuous"	"NA"	NA	NA	NA	"20229"
"ukb-b-18953"	"Operative procedures - secondary OPCS: T86.2 Sampling of axillary lymph nodes"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41210#T862: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	2512	460498	NA	"41210#T862"
"ukb-b-5602"	"Operative procedures - main OPCS: W36.5 Diagnostic extraction of bone marrow NEC"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41200#W365: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	2424	460586	NA	"41200#W365"
"ukb-b-9025"	"Type of fat/oil used in cooking: Polyunsaturated margarine"	64949	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20090#371: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	5250	59699	NA	"20090#371"
"ukb-b-20145"	"Cancer code, self-reported: colon cancer/sigmoid cancer"	462933	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20001#1022: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	1494	461439	NA	"20001#1022"
"ukb-b-5536"	"Vitamin and/or mineral supplement use: Magnesium"	64949	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20084#483: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	1043	63906	NA	"20084#483"
"ukb-b-13148"	"Treatment/medication code: ventolin 100micrograms inhaler"	462933	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"20003#1140861998: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	13244	449689	NA	"20003#1140861998"
"ukb-b-17961"	"Diagnoses - main ICD10: K58.9 Irritable bowel syndrome without diarrhoea"	463010	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41202#K589: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	1047	461963	NA	"41202#K589"
"ukb-b-1046"	"Duration of strenuous sports"	46993	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"1001: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Categorical Ordered"	"NA"	NA	NA	NA	"1001"
"ukb-b-14525"	"Sources of admission to hospital (recoded): Transfer to other NHS provider: General ward, young physically disabled, A&E"	461491	9851867	2018	"MRC-IEU"	"Ben Elsworth"	"41251#5001: Output from GWAS pipeline using Phesant derived variables from UKBiobank"	"public"	1	"Males and Females"	NA	1	"European"	"SD"	"Binary"	"NA"	10856	450635	NA	"41251#5001"
